facility_name,state,measure_name,excess_readmission_ratio,predicted_readmission_rate,expected_readmission_rate,number_of_readmissions,heart_failure,heart_attack,copd,pneumonia,cabg,hip_knee_replacement
LONE PEAK HOSPITAL,UT,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
LONE PEAK HOSPITAL,UT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
LONE PEAK HOSPITAL,UT,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
INTERMOUNTAIN HEALTH LAYTON HOSPITAL,UT,READM-30-PN-HRRP,0.9763,12.6053,12.9106,Too Few to Report,0,0,0,1,0,0
INTERMOUNTAIN HEALTH LAYTON HOSPITAL,UT,READM-30-HF-HRRP,0.9239,15.4664,16.7408,Too Few to Report,1,0,0,0,0,0
INTERMOUNTAIN HEALTH LAYTON HOSPITAL,UT,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
INTERMOUNTAIN HEALTH LAYTON HOSPITAL,UT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INTERMOUNTAIN HEALTH LAYTON HOSPITAL,UT,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
INTERMOUNTAIN HEALTH SPANISH FORK HOSPITAL,UT,READM-30-PN-HRRP,0.9366,12.8193,13.6867,Too Few to Report,0,0,0,1,0,0
INTERMOUNTAIN HEALTH SPANISH FORK HOSPITAL,UT,READM-30-HF-HRRP,N/A,N/A,N/A,N/A,1,0,0,0,0,0
INTERMOUNTAIN HEALTH SPANISH FORK HOSPITAL,UT,READM-30-COPD-HRRP,N/A,N/A,N/A,N/A,0,0,1,0,0,0
INTERMOUNTAIN HEALTH SPANISH FORK HOSPITAL,UT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INTERMOUNTAIN HEALTH SPANISH FORK HOSPITAL,UT,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
CENTRAL VERMONT MEDICAL CENTER,VT,READM-30-PN-HRRP,0.9791,14.2687,14.5730,32,0,0,0,1,0,0
CENTRAL VERMONT MEDICAL CENTER,VT,READM-30-HF-HRRP,1.1955,21.7380,18.1831,82,1,0,0,0,0,0
CENTRAL VERMONT MEDICAL CENTER,VT,READM-30-COPD-HRRP,0.9151,15.2473,16.6615,Too Few to Report,0,0,1,0,0,0
CENTRAL VERMONT MEDICAL CENTER,VT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CENTRAL VERMONT MEDICAL CENTER,VT,READM-30-AMI-HRRP,1.0818,14.5702,13.4682,Too Few to Report,0,1,0,0,0,0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,VT,READM-30-PN-HRRP,0.9290,14.2915,15.3839,43,0,0,0,1,0,0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,VT,READM-30-HF-HRRP,1.0307,19.6542,19.0685,157,1,0,0,0,0,0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,VT,READM-30-COPD-HRRP,0.9055,17.3382,19.1477,32,0,0,1,0,0,0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,VT,READM-30-CABG-HRRP,0.8623,8.3055,9.6317,16,0,0,0,0,1,0
UNIV. OF VERMONT - FLETCHER ALLEN HEALTH CARE,VT,READM-30-AMI-HRRP,0.9140,11.3771,12.4474,86,0,1,0,0,0,0
RUTLAND REGIONAL MEDICAL CENTER,VT,READM-30-PN-HRRP,0.9301,15.0127,16.1408,39,0,0,0,1,0,0
RUTLAND REGIONAL MEDICAL CENTER,VT,READM-30-HF-HRRP,1.0659,20.5564,19.2847,60,1,0,0,0,0,0
RUTLAND REGIONAL MEDICAL CENTER,VT,READM-30-COPD-HRRP,1.0933,22.4561,20.5389,34,0,0,1,0,0,0
RUTLAND REGIONAL MEDICAL CENTER,VT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RUTLAND REGIONAL MEDICAL CENTER,VT,READM-30-AMI-HRRP,0.9968,15.9814,16.0323,Too Few to Report,0,1,0,0,0,0
BRATTLEBORO MEMORIAL HOSPITAL,VT,READM-30-PN-HRRP,0.9208,13.9806,15.1825,Too Few to Report,0,0,0,1,0,0
BRATTLEBORO MEMORIAL HOSPITAL,VT,READM-30-HF-HRRP,1.0671,19.7168,18.4773,31,1,0,0,0,0,0
BRATTLEBORO MEMORIAL HOSPITAL,VT,READM-30-COPD-HRRP,0.9671,15.7000,16.2335,Too Few to Report,0,0,1,0,0,0
BRATTLEBORO MEMORIAL HOSPITAL,VT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
BRATTLEBORO MEMORIAL HOSPITAL,VT,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
SOUTHWESTERN VERMONT MEDICAL CENTER,VT,READM-30-PN-HRRP,1.0127,15.5830,15.3871,37,0,0,0,1,0,0
SOUTHWESTERN VERMONT MEDICAL CENTER,VT,READM-30-HF-HRRP,1.0377,18.5130,17.8402,42,1,0,0,0,0,0
SOUTHWESTERN VERMONT MEDICAL CENTER,VT,READM-30-COPD-HRRP,1.0140,19.8271,19.5526,32,0,0,1,0,0,0
SOUTHWESTERN VERMONT MEDICAL CENTER,VT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SOUTHWESTERN VERMONT MEDICAL CENTER,VT,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
NORTHWESTERN MEDICAL CENTER INC,VT,READM-30-PN-HRRP,0.9412,15.4617,16.4273,21,0,0,0,1,0,0
NORTHWESTERN MEDICAL CENTER INC,VT,READM-30-HF-HRRP,1.0259,21.5273,20.9847,38,1,0,0,0,0,0
NORTHWESTERN MEDICAL CENTER INC,VT,READM-30-COPD-HRRP,1.0137,20.3910,20.1148,19,0,0,1,0,0,0
NORTHWESTERN MEDICAL CENTER INC,VT,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NORTHWESTERN MEDICAL CENTER INC,VT,READM-30-AMI-HRRP,1.0084,15.8300,15.6976,Too Few to Report,0,1,0,0,0,0
RUSSELL COUNTY HOSPITAL,VA,READM-30-PN-HRRP,1.0579,17.3548,16.4042,20,0,0,0,1,0,0
RUSSELL COUNTY HOSPITAL,VA,READM-30-HF-HRRP,1.1125,21.5839,19.4011,19,1,0,0,0,0,0
RUSSELL COUNTY HOSPITAL,VA,READM-30-COPD-HRRP,1.0403,20.4049,19.6152,Too Few to Report,0,0,1,0,0,0
RUSSELL COUNTY HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RUSSELL COUNTY HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
SENTARA RMH MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9727,15.9151,16.3624,89,0,0,0,1,0,0
SENTARA RMH MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9725,19.1149,19.6553,202,1,0,0,0,0,0
SENTARA RMH MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9775,20.2944,20.7620,31,0,0,1,0,0,0
SENTARA RMH MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.9533,9.6795,10.1536,Too Few to Report,0,0,0,0,1,0
SENTARA RMH MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9436,11.8006,12.5062,23,0,1,0,0,0,0
WINCHESTER MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0630,16.4830,15.5056,135,0,0,0,1,0,0
WINCHESTER MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9859,18.9828,19.2549,238,1,0,0,0,0,0
WINCHESTER MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9384,16.8055,17.9077,59,0,0,1,0,0,0
WINCHESTER MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.9631,10.2891,10.6830,14,0,0,0,0,1,0
WINCHESTER MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9471,11.8026,12.4612,58,0,1,0,0,0,0
SENTARA NORFOLK GENERAL HOSPITAL,VA,READM-30-PN-HRRP,0.9761,17.3662,17.7905,44,0,0,0,1,0,0
SENTARA NORFOLK GENERAL HOSPITAL,VA,READM-30-HF-HRRP,1.0299,22.1411,21.4987,191,1,0,0,0,0,0
SENTARA NORFOLK GENERAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9802,20.6317,21.0480,14,0,0,1,0,0,0
SENTARA NORFOLK GENERAL HOSPITAL,VA,READM-30-CABG-HRRP,0.9635,10.3815,10.7742,40,0,0,0,0,1,0
SENTARA NORFOLK GENERAL HOSPITAL,VA,READM-30-AMI-HRRP,0.9127,12.8754,14.1075,77,0,1,0,0,0,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9210,14.9745,16.2586,44,0,0,0,1,0,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9584,19.5495,20.3991,153,1,0,0,0,0,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0422,21.2086,20.3501,30,0,0,1,0,0,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.8624,8.8259,10.2341,21,0,0,0,0,1,0
UNIVERSITY OF VIRGINIA MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9975,12.7186,12.7500,43,0,1,0,0,0,0
SENTARA HALIFAX REGIONAL HOSPITAL,VA,READM-30-PN-HRRP,1.0085,15.8943,15.7602,26,0,0,0,1,0,0
SENTARA HALIFAX REGIONAL HOSPITAL,VA,READM-30-HF-HRRP,1.0368,19.0388,18.3629,60,1,0,0,0,0,0
SENTARA HALIFAX REGIONAL HOSPITAL,VA,READM-30-COPD-HRRP,1.0759,18.2956,17.0057,33,0,0,1,0,0,0
SENTARA HALIFAX REGIONAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA HALIFAX REGIONAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9339,15.9965,17.1287,31,0,0,0,1,0,0
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0303,21.1157,20.4956,79,1,0,0,0,0,0
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0723,20.6779,19.2837,16,0,0,1,0,0,0
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.9754,10.7108,10.9807,Too Few to Report,0,0,0,0,1,0
BON SECOURS MARYVIEW MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9965,15.0136,15.0656,21,0,1,0,0,0,0
AUGUSTA HEALTH,VA,READM-30-PN-HRRP,0.8071,11.4180,14.1470,23,0,0,0,1,0,0
AUGUSTA HEALTH,VA,READM-30-HF-HRRP,0.9086,16.8121,18.5032,96,1,0,0,0,0,0
AUGUSTA HEALTH,VA,READM-30-COPD-HRRP,0.8822,13.6482,15.4713,14,0,0,1,0,0,0
AUGUSTA HEALTH,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
AUGUSTA HEALTH,VA,READM-30-AMI-HRRP,0.8677,10.2126,11.7693,18,0,1,0,0,0,0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,VA,READM-30-PN-HRRP,1.0324,15.6924,15.1999,39,0,0,0,1,0,0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,VA,READM-30-HF-HRRP,0.9778,18.3094,18.7260,40,1,0,0,0,0,0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,VA,READM-30-COPD-HRRP,0.9759,15.1633,15.5374,11,0,0,1,0,0,0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NOVANT HEALTH UVA HEALTH SYSTEM CULPEPER MED CENTE,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
JOHN RANDOLPH MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9940,15.8134,15.9086,26,0,0,0,1,0,0
JOHN RANDOLPH MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0200,20.1661,19.7698,49,1,0,0,0,0,0
JOHN RANDOLPH MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.1110,19.4532,17.5097,20,0,0,1,0,0,0
JOHN RANDOLPH MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JOHN RANDOLPH MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9906,14.3578,14.4935,Too Few to Report,0,1,0,0,0,0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,READM-30-PN-HRRP,0.9766,15.5508,15.9229,111,0,0,0,1,0,0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,READM-30-HF-HRRP,0.8666,17.3330,20.0000,196,1,0,0,0,0,0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,READM-30-COPD-HRRP,0.9471,16.7163,17.6506,35,0,0,1,0,0,0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,READM-30-CABG-HRRP,0.9373,8.9763,9.5766,13,0,0,0,0,1,0
CENTRA HEALTH -  LYNCHBURG GEN HOSPITAL,VA,READM-30-AMI-HRRP,0.9341,12.3290,13.1985,79,0,1,0,0,0,0
MARY WASHINGTON HOSPITAL,VA,READM-30-PN-HRRP,1.2218,20.1723,16.5102,226,0,0,0,1,0,0
MARY WASHINGTON HOSPITAL,VA,READM-30-HF-HRRP,1.1730,23.6747,20.1837,286,1,0,0,0,0,0
MARY WASHINGTON HOSPITAL,VA,READM-30-COPD-HRRP,1.1573,20.2621,17.5084,80,0,0,1,0,0,0
MARY WASHINGTON HOSPITAL,VA,READM-30-CABG-HRRP,1.0459,10.7779,10.3053,13,0,0,0,0,1,0
MARY WASHINGTON HOSPITAL,VA,READM-30-AMI-HRRP,1.1859,15.8123,13.3333,71,0,1,0,0,0,0
FAUQUIER HOSPITAL,VA,READM-30-PN-HRRP,1.0306,14.8333,14.3924,29,0,0,0,1,0,0
FAUQUIER HOSPITAL,VA,READM-30-HF-HRRP,1.0823,19.2358,17.7725,38,1,0,0,0,0,0
FAUQUIER HOSPITAL,VA,READM-30-COPD-HRRP,0.9463,16.7289,17.6775,Too Few to Report,0,0,1,0,0,0
FAUQUIER HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
FAUQUIER HOSPITAL,VA,READM-30-AMI-HRRP,1.0024,11.3653,11.3375,Too Few to Report,0,1,0,0,0,0
CARILION MEDICAL CENTER,VA,READM-30-PN-HRRP,0.8575,14.0203,16.3504,81,0,0,0,1,0,0
CARILION MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9036,17.8080,19.7085,176,1,0,0,0,0,0
CARILION MEDICAL CENTER,VA,READM-30-COPD-HRRP,0.9013,18.5084,20.5355,29,0,0,1,0,0,0
CARILION MEDICAL CENTER,VA,READM-30-CABG-HRRP,0.9277,9.2635,9.9856,16,0,0,0,0,1,0
CARILION MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9788,12.1780,12.4424,65,0,1,0,0,0,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,READM-30-PN-HRRP,1.0454,19.6458,18.7917,55,0,0,0,1,0,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,READM-30-HF-HRRP,0.9244,19.7646,21.3816,95,1,0,0,0,0,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,READM-30-COPD-HRRP,0.9919,18.2329,18.3814,15,0,0,1,0,0,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,READM-30-CABG-HRRP,1.0979,12.4857,11.3727,17,0,0,0,0,1,0
MEDICAL COLLEGE OF VIRGINIA HOSPITALS,VA,READM-30-AMI-HRRP,0.9309,13.3191,14.3082,22,0,1,0,0,0,0
WARREN MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,0.9480,13.3759,14.1098,15,0,0,0,1,0,0
WARREN MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9722,19.2378,19.7875,29,1,0,0,0,0,0
WARREN MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9135,16.5756,18.1443,Too Few to Report,0,0,1,0,0,0
WARREN MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
WARREN MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,0.9913,12.9912,13.1051,Too Few to Report,0,1,0,0,0,0
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,1.0002,14.8571,14.8545,22,0,0,0,1,0,0
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9760,17.9244,18.3657,27,1,0,0,0,0,0
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9609,16.3920,17.0595,Too Few to Report,0,0,1,0,0,0
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
RIVERSIDE SHORE MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
SMYTH COUNTY COMMUNITY HOSPITAL,VA,READM-30-PN-HRRP,0.9567,14.0584,14.6947,11,0,0,0,1,0,0
SMYTH COUNTY COMMUNITY HOSPITAL,VA,READM-30-HF-HRRP,0.9595,17.8352,18.5889,Too Few to Report,1,0,0,0,0,0
SMYTH COUNTY COMMUNITY HOSPITAL,VA,READM-30-COPD-HRRP,0.9683,15.7880,16.3044,Too Few to Report,0,0,1,0,0,0
SMYTH COUNTY COMMUNITY HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SMYTH COUNTY COMMUNITY HOSPITAL,VA,READM-30-AMI-HRRP,N/A,N/A,N/A,N/A,0,1,0,0,0,0
INOVA ALEXANDRIA HOSPITAL,VA,READM-30-PN-HRRP,1.0713,17.5830,16.4124,77,0,0,0,1,0,0
INOVA ALEXANDRIA HOSPITAL,VA,READM-30-HF-HRRP,1.0053,19.6673,19.5644,105,1,0,0,0,0,0
INOVA ALEXANDRIA HOSPITAL,VA,READM-30-COPD-HRRP,0.9324,18.1239,19.4383,21,0,0,1,0,0,0
INOVA ALEXANDRIA HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INOVA ALEXANDRIA HOSPITAL,VA,READM-30-AMI-HRRP,0.9077,11.9900,13.2087,16,0,1,0,0,0,0
MARY IMMACULATE HOSPITAL,VA,READM-30-PN-HRRP,1.0800,16.5509,15.3256,30,0,0,0,1,0,0
MARY IMMACULATE HOSPITAL,VA,READM-30-HF-HRRP,0.9932,18.0319,18.1562,30,1,0,0,0,0,0
MARY IMMACULATE HOSPITAL,VA,READM-30-COPD-HRRP,0.9982,15.1737,15.2007,Too Few to Report,0,0,1,0,0,0
MARY IMMACULATE HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
MARY IMMACULATE HOSPITAL,VA,READM-30-AMI-HRRP,1.0714,14.0431,13.1073,12,0,1,0,0,0,0
CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0466,18.1246,17.3178,51,0,0,0,1,0,0
CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0442,20.6964,19.8195,96,1,0,0,0,0,0
CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0101,20.4063,20.2027,19,0,0,1,0,0,0
CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
CARILION NEW RIVER VALLEY MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9833,13.4788,13.7077,12,0,1,0,0,0,0
INOVA LOUDOUN HOSPITAL,VA,READM-30-PN-HRRP,0.9664,15.1605,15.6874,119,0,0,0,1,0,0
INOVA LOUDOUN HOSPITAL,VA,READM-30-HF-HRRP,0.8855,17.2636,19.4952,133,1,0,0,0,0,0
INOVA LOUDOUN HOSPITAL,VA,READM-30-COPD-HRRP,0.8924,14.6840,16.4545,13,0,0,1,0,0,0
INOVA LOUDOUN HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
INOVA LOUDOUN HOSPITAL,VA,READM-30-AMI-HRRP,0.9688,12.9550,13.3719,24,0,1,0,0,0,0
SENTARA OBICI HOSPITAL,VA,READM-30-PN-HRRP,0.9605,15.8973,16.5511,65,0,0,0,1,0,0
SENTARA OBICI HOSPITAL,VA,READM-30-HF-HRRP,1.0580,20.2676,19.1566,158,1,0,0,0,0,0
SENTARA OBICI HOSPITAL,VA,READM-30-COPD-HRRP,0.9193,17.5859,19.1288,14,0,0,1,0,0,0
SENTARA OBICI HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA OBICI HOSPITAL,VA,READM-30-AMI-HRRP,1.0625,15.1546,14.2631,19,0,1,0,0,0,0
NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0372,15.4011,14.8483,36,0,0,0,1,0,0
NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,READM-30-HF-HRRP,0.8868,17.1672,19.3586,54,1,0,0,0,0,0
NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0078,17.3497,17.2156,14,0,0,1,0,0,0
NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
NOVANT PRINCE WILLIAM MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9499,11.0787,11.6635,14,0,1,0,0,0,0
SENTARA LEIGH HOSPITAL,VA,READM-30-PN-HRRP,1.0528,17.6073,16.7248,112,0,0,0,1,0,0
SENTARA LEIGH HOSPITAL,VA,READM-30-HF-HRRP,1.0035,20.1822,20.1109,194,1,0,0,0,0,0
SENTARA LEIGH HOSPITAL,VA,READM-30-COPD-HRRP,1.0449,20.1103,19.2455,48,0,0,1,0,0,0
SENTARA LEIGH HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
SENTARA LEIGH HOSPITAL,VA,READM-30-AMI-HRRP,0.9550,13.1922,13.8136,23,0,1,0,0,0,0
LEWISGALE MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0197,16.1163,15.8054,79,0,0,0,1,0,0
LEWISGALE MEDICAL CENTER,VA,READM-30-HF-HRRP,1.1133,21.3772,19.2017,128,1,0,0,0,0,0
LEWISGALE MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0230,18.9191,18.4942,30,0,0,1,0,0,0
LEWISGALE MEDICAL CENTER,VA,READM-30-CABG-HRRP,1.0788,11.1674,10.3517,15,0,0,0,0,1,0
LEWISGALE MEDICAL CENTER,VA,READM-30-AMI-HRRP,1.2161,15.9895,13.1481,76,0,1,0,0,0,0
VIRGINIA HOSPITAL CENTER,VA,READM-30-PN-HRRP,1.0204,15.6356,15.3224,65,0,0,0,1,0,0
VIRGINIA HOSPITAL CENTER,VA,READM-30-HF-HRRP,0.9118,17.0926,18.7451,81,1,0,0,0,0,0
VIRGINIA HOSPITAL CENTER,VA,READM-30-COPD-HRRP,0.9229,15.7332,17.0467,12,0,0,1,0,0,0
VIRGINIA HOSPITAL CENTER,VA,READM-30-CABG-HRRP,1.0756,10.6728,9.9230,12,0,0,0,0,1,0
VIRGINIA HOSPITAL CENTER,VA,READM-30-AMI-HRRP,1.0023,12.7289,12.7004,15,0,1,0,0,0,0
RIVERSIDE REGIONAL MEDICAL CENTER,VA,READM-30-PN-HRRP,1.0369,16.8552,16.2551,95,0,0,0,1,0,0
RIVERSIDE REGIONAL MEDICAL CENTER,VA,READM-30-HF-HRRP,0.9857,19.5540,19.8372,130,1,0,0,0,0,0
RIVERSIDE REGIONAL MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0445,19.5297,18.6969,40,0,0,1,0,0,0
RIVERSIDE REGIONAL MEDICAL CENTER,VA,READM-30-CABG-HRRP,1.0244,9.4356,9.2111,Too Few to Report,0,0,0,0,1,0
RIVERSIDE REGIONAL MEDICAL CENTER,VA,READM-30-AMI-HRRP,0.9587,11.4244,11.9161,37,0,1,0,0,0,0
JOHNSTON MEMORIAL HOSPITAL,VA,READM-30-PN-HRRP,1.0385,17.7754,17.1167,73,0,0,0,1,0,0
JOHNSTON MEMORIAL HOSPITAL,VA,READM-30-HF-HRRP,0.9433,18.9896,20.1319,31,1,0,0,0,0,0
JOHNSTON MEMORIAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9680,17.5359,18.1162,11,0,0,1,0,0,0
JOHNSTON MEMORIAL HOSPITAL,VA,READM-30-CABG-HRRP,N/A,N/A,N/A,N/A,0,0,0,0,1,0
JOHNSTON MEMORIAL HOSPITAL,VA,READM-30-AMI-HRRP,1.1314,14.9990,13.2570,28,0,1,0,0,0,0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,READM-30-PN-HRRP,1.0388,17.1988,16.5557,107,0,0,0,1,0,0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,READM-30-HF-HRRP,1.0132,19.9860,19.7248,189,1,0,0,0,0,0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,READM-30-COPD-HRRP,0.9773,19.6466,20.1038,40,0,0,1,0,0,0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,READM-30-CABG-HRRP,0.9828,9.7271,9.8973,Too Few to Report,0,0,0,0,1,0
SENTARA VIRGINIA BEACH GENERAL HOSPITAL,VA,READM-30-AMI-HRRP,0.9041,11.7118,12.9541,40,0,1,0,0,0,0
BON SECOURS ST MARYS HOSPITAL,VA,READM-30-PN-HRRP,0.9467,14.5005,15.3163,69,0,0,0,1,0,0
BON SECOURS ST MARYS HOSPITAL,VA,READM-30-HF-HRRP,0.9386,18.1264,19.3126,129,1,0,0,0,0,0
BON SECOURS ST MARYS HOSPITAL,VA,READM-30-COPD-HRRP,0.9478,17.4722,18.4353,25,0,0,1,0,0,0
BON SECOURS ST MARYS HOSPITAL,VA,READM-30-CABG-HRRP,0.8927,10.0081,11.2113,11,0,0,0,0,1,0
BON SECOURS ST MARYS HOSPITAL,VA,READM-30-AMI-HRRP,0.9386,11.8300,12.6038,22,0,1,0,0,0,0
CLINCH VALLEY MEDICAL CENTER,VA,READM-30-PN-HRRP,0.9465,15.4293,16.3019,21,0,0,0,1,0,0
CLINCH VALLEY MEDICAL CENTER,VA,READM-30-HF-HRRP,1.0047,20.5147,20.4196,27,1,0,0,0,0,0
CLINCH VALLEY MEDICAL CENTER,VA,READM-30-COPD-HRRP,1.0140,19.6765,19.4048,17,0,0,1,0,0,0
